,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
359,Almaznyy,RU,1630003925,48.0448,40.045,297.23,36,81,4.5
360,Salisbury,GB,1630003925,51.0693,-1.7957,290.93,65,0,2.88
361,Mahrīz,IR,1630003926,31.5917,54.4318,303.43,16,0,0.75
362,Torbay,CA,1630003926,47.6666,-52.7314,289.54,75,20,3.6
363,Touros,BR,1630003926,-5.1989,-35.4608,302.65,62,0,8.64
364,Irará,BR,1630003927,-12.05,-38.7667,298.25,60,99,4.14
365,Volot,RU,1630003927,57.9278,30.7025,285.51,91,100,3.26
366,Mikkeli,FI,1630003928,61.6886,27.2723,286.21,82,0,3.09
367,Flinders,AU,1630003928,-34.5833,150.8552,284.37,85,100,0.45
368,Kota Belud,MY,1630003928,6.351,116.4305,297.07,88,98,2.23
369,Kirakira,SB,1630003929,-10.4544,161.9205,299.27,84,83,4.87
370,Oleksandrivka,UA,1630003929,46.8383,32.7612,294.21,75,99,2.39
371,Port Blair,IN,1630003929,11.6667,92.75,299.72,83,100,5.22
372,Brainerd,US,1630003930,46.358,-94.2008,288.98,82,90,2.06
373,Hīt,IQ,1630003930,33.6416,42.8251,310.62,15,0,4.55
374,Zhanakorgan,KZ,1630003931,43.9098,67.2495,299.49,20,6,2.31
375,Asău,RO,1630003931,46.4333,26.4,287.01,89,0,2.18
376,‘Ewa Beach,US,1630003931,21.3156,-158.0072,299.93,62,1,2.06
377,Loikaw,MM,1630003932,19.6742,97.2094,292.85,97,100,0.56
378,Havre-St-Pierre,CA,1630003932,50.2334,-63.5986,291.35,82,90,4.12
379,Christchurch,NZ,1630003898,-43.5333,172.6333,282.62,86,90,1.79
380,Half Moon Bay,US,1630003933,37.4636,-122.4286,295.56,67,20,0.0
381,Alabaster,US,1630003933,33.2443,-86.8164,304.02,65,20,1.79
382,Hūn,LY,1630003933,29.1268,15.9477,304.34,16,0,3.98
383,Zermatt,CH,1630003934,46.0213,7.7491,287.25,92,13,4.48
384,Tottori-shi,JP,1630003934,35.5,134.2333,296.67,91,95,2.46
385,São José da Coroa Grande,BR,1630003935,-8.8978,-35.1478,298.82,73,44,4.57
386,Turukhansk,RU,1630003935,65.8167,87.9833,285.47,59,92,5.92
387,Carauari,BR,1630003935,-4.8828,-66.8958,312.73,23,45,1.81
388,Shiraz,IR,1630003936,29.6036,52.5388,300.84,11,0,2.06
389,Mildura,AU,1630003936,-34.2,142.15,274.13,80,6,0.0
390,Caborca,MX,1630003937,30.5838,-111.101,309.53,23,0,0.48
391,Narsaq,GL,1630003937,60.9167,-46.05,284.46,60,13,2.55
392,Aksarka,RU,1630003937,66.5606,67.7975,278.98,94,100,8.02
393,Porto Walter,BR,1630003938,-8.2686,-72.7439,310.0,28,100,1.93
394,Arica,CL,1630003938,-18.475,-70.3042,289.28,72,90,4.63
395,Faanui,PF,1630003938,-16.4833,-151.75,299.25,61,70,5.8
396,Hay River,CA,1630003939,60.8156,-115.7999,296.14,46,40,2.06
397,Charleston,US,1630003939,32.7766,-79.9309,304.06,70,20,2.68
398,Una,IN,1630003939,20.8167,71.0333,300.14,76,100,4.0
399,Zyryanka,RU,1630003940,65.75,150.85,284.26,90,100,2.44
400,Mananjary,MG,1630003940,-21.2167,48.3333,293.18,85,43,1.82
401,Tessalit,ML,1630003940,20.1986,1.0114,304.1,37,60,7.55
402,Agadez,NE,1630003941,19.75,10.25,308.33,15,6,0.56
403,Concordia,AR,1630003861,-31.393,-58.0209,293.19,30,0,3.09
404,Oodweyne,SO,1630003941,9.4092,45.064,300.2,36,95,7.81
405,Kahului,US,1630003815,20.8947,-156.47,299.19,66,40,4.63
406,Auki,SB,1630003942,-8.7676,160.7034,297.68,87,5,2.08
407,Trincomalee,LK,1630003942,8.5711,81.2335,300.66,75,85,9.23
408,Madimba,TZ,1630003943,-10.4,40.3333,294.77,88,20,4.12
409,Strängnäs,SE,1630003943,59.3774,17.0312,285.95,92,100,7.35
410,Oranjemund,NA,1630003944,-28.55,16.4333,286.59,76,0,6.69
411,Alofi,NU,1630003944,-19.0595,-169.9187,291.09,77,100,3.6
412,Grand Gaube,MU,1630003944,-20.0064,57.6608,292.8,71,3,1.79
413,Ulaanbaatar,MN,1630003945,47.9077,106.8832,282.22,81,40,0.0
414,Turbat,PK,1630003945,26.0023,63.044,303.52,47,6,1.75
415,Ternate,ID,1630003945,0.8,127.4,299.29,80,12,1.19
416,Harper,LR,1630003946,4.375,-7.7169,298.4,86,100,2.36
417,Pacifica,US,1630003946,37.6138,-122.4869,294.72,75,20,2.68
418,San Jose,US,1630003704,37.3394,-121.895,298.31,47,1,0.0
419,Agra,IN,1630003920,27.1833,78.0167,303.62,63,100,3.27
420,Inongo,CD,1630003947,-1.95,18.2667,297.4,64,61,1.63
421,Mumbwa,ZM,1630003947,-14.9783,27.0619,293.99,26,0,2.45
422,Valparaíso,CL,1630003933,-33.0393,-71.6273,290.56,55,0,6.17
423,Saint Cloud,US,1630003704,45.5608,-94.1625,289.4,88,90,4.12
424,‘Āhuimanu,US,1630003948,21.4447,-157.8378,299.32,66,20,4.12
425,Elizabeth City,US,1630003948,36.2946,-76.2511,305.98,66,1,2.24
426,Petropavlovsk-Kamchatskiy,RU,1630003949,53.0452,158.6483,282.48,93,0,3.0
427,Kushima,JP,1630003949,31.4583,131.2333,297.72,94,92,2.16
428,Basco,PH,1630003949,20.4487,121.9702,302.09,76,100,6.75
429,Seredka,RU,1630003950,58.1584,28.1858,288.01,89,96,5.27
430,Minas,UY,1630003950,-34.3759,-55.2377,291.41,53,0,5.36
431,Praia da Vitória,PT,1630003950,38.7333,-27.0667,294.29,73,75,6.86
432,Green Valley,US,1630003951,31.8543,-110.9937,310.32,36,1,0.45
433,Bilibino,RU,1630003951,68.0546,166.4372,278.41,89,100,0.88
434,Saint-Joseph,RE,1630003952,-21.3667,55.6167,290.78,77,24,6.65
435,Muros,ES,1630003952,42.7762,-9.0603,293.28,85,47,0.56
436,Mazsalaca,LV,1630003952,57.8633,25.0547,287.04,96,98,4.75
437,Husavik,IS,1630003953,66.0449,-17.3389,292.1,76,98,2.9
438,Ancud,CL,1630003953,-41.8697,-73.8203,280.89,63,99,3.9
439,Płońsk,PL,1630003953,52.6235,20.3755,287.18,90,88,2.32
440,Aksu,CN,1630003954,41.1231,80.2644,296.51,37,8,1.04
441,Sechura,PE,1630003954,-5.5569,-80.8222,298.01,56,70,5.63
442,Ukiah,US,1630003954,39.1502,-123.2078,300.3,31,1,0.0
443,Marawi,PH,1630003955,7.9986,124.2928,291.84,93,100,1.01
444,Katav-Ivanovsk,RU,1630003955,54.7531,58.1956,286.51,85,54,1.16
445,San Cristobal,VE,1630003955,7.7669,-72.225,300.25,48,100,3.24
446,Pingliang,CN,1630003956,35.5392,106.6861,288.27,61,0,2.01
447,Port-Cartier,CA,1630003956,50.0334,-66.8654,291.27,88,98,3.05
448,Emerald,AU,1630003956,-23.5333,148.1667,284.23,37,0,4.12
449,Maumere,ID,1630003957,-8.6199,122.2111,298.23,82,11,2.51
450,San Ignacio,BZ,1630003957,17.1561,-89.0714,305.23,58,40,2.06
451,Kiryat Gat,IL,1630003958,31.61,34.7642,301.53,76,0,3.12
452,Marsá Maţrūḩ,EG,1630003958,31.3525,27.2453,300.26,69,0,5.14
453,Rio Grande,BR,1630003865,-32.035,-52.0986,289.23,62,0,3.16
454,Araouane,ML,1630003958,18.9048,-3.5265,310.76,27,75,4.75
455,Santa Cruz de la Sierra,BO,1630003833,-17.8,-63.1667,291.18,63,90,6.17
456,Ponta do Sol,PT,1630003959,32.6667,-17.1,298.44,77,25,3.06
457,Kloulklubed,PW,1630003959,7.0419,134.2556,298.43,87,100,2.23
458,Harare,ZW,1630003959,-17.8294,31.0539,289.72,42,0,4.42
459,Ipaussu,BR,1630003960,-23.0553,-49.6284,302.96,33,100,2.68
460,Novooleksiyivka,UA,1630003960,46.2269,34.6428,295.49,65,37,3.7
461,Stokmarknes,NO,1630003961,68.5646,14.9108,285.09,69,19,3.5
462,Guiratinga,BR,1630003961,-16.3494,-53.7583,309.47,15,83,3.48
463,São Raimundo das Mangabeiras,BR,1630003962,-7.0219,-45.4811,309.29,23,99,2.58
464,Neryungri,RU,1630003962,56.6709,124.6491,281.21,93,100,1.82
465,Tākestān,IR,1630003962,36.0696,49.6959,295.75,59,0,3.88
466,Bandarbeyla,SO,1630003963,9.4942,50.8122,298.34,84,41,13.66
467,Kruisfontein,ZA,1630003963,-34.0033,24.7314,286.42,88,0,2.44
468,Lokachi,UA,1630003963,50.737,24.6494,288.57,78,100,1.4
469,Leningradskiy,RU,1630003726,69.3833,178.4167,274.4,82,100,7.85
470,Abilene,US,1630003964,32.4487,-99.7331,307.27,39,40,0.45
471,Pevek,RU,1630003965,69.7008,170.3133,274.75,83,100,2.16
472,Juneau,US,1630003885,58.3019,-134.4197,287.42,87,90,0.45
473,Bezhetsk,RU,1630003965,57.7851,36.6965,284.42,91,100,5.14
474,Tahoua,NE,1630003966,14.8888,5.2692,302.14,61,0,2.06
475,Searcy,US,1630003966,35.2506,-91.7363,308.49,55,1,3.09
476,Aswān,EG,1630003966,24.0934,32.907,309.76,15,0,6.17
477,Avera,US,1630003967,33.194,-82.5271,304.62,42,8,2.89
478,Lompoc,US,1630003967,34.6391,-120.4579,294.14,79,20,3.09
479,Warrnambool,AU,1630003967,-38.3833,142.4833,281.38,88,53,3.53
480,Mount Gambier,AU,1630003968,-37.8333,140.7667,278.1,100,40,0.0
481,Hauterive,FR,1630003968,46.0901,3.4459,293.27,72,6,2.91
482,Magadan,RU,1630003969,59.5667,150.8,284.6,99,100,2.1
483,Valdivia,CL,1630003969,-39.8142,-73.2459,283.2,60,100,2.33
484,Arona,ES,1630003970,28.0996,-16.681,294.56,71,40,0.89
485,Grand-Bourg,GP,1630003970,15.8835,-61.3148,303.46,74,27,6.02
486,Mehamn,NO,1630003970,71.0357,27.8492,283.1,62,100,6.11
487,The Valley,AI,1630003971,18.217,-63.0578,303.59,66,40,6.69
488,Maniitsoq,GL,1630003971,65.4167,-52.9,278.74,90,100,3.6
489,Parfen'yevo,RU,1630003971,58.484,43.4088,285.49,74,99,2.31
490,Mbalmayo,CM,1630003972,3.5167,11.5,295.33,99,38,1.77
491,Nioro,GM,1630003972,13.35,-15.75,302.45,68,100,1.69
492,Bougouni,ML,1630003972,11.417,-7.479,297.65,89,99,1.39
493,Niquero,CU,1630003973,20.0431,-77.5828,296.95,91,100,4.73
494,Jutaí,BR,1630003973,-5.1833,-68.9,310.41,30,92,2.17
495,Pavlovka,RU,1630003974,52.6897,47.1405,287.61,45,6,4.29
496,Vardø,NO,1630003974,70.3705,31.1107,285.14,71,0,4.63
497,Il’inskiy,RU,1630003975,55.619,38.1182,290.18,94,40,3.0
498,Sydney,AU,1630003367,-33.8679,151.2073,282.66,87,0,0.45
499,Esperance,AU,1630003975,-33.8667,121.9,280.06,84,67,9.56
500,Eureka,US,1630003975,40.8021,-124.1637,291.13,77,5,1.34
501,Tomatlán,MX,1630003976,19.9333,-105.25,302.88,71,100,2.26
502,Ambunti,PG,1630003976,-4.2365,142.8448,295.48,99,56,0.76
503,Necochea,AR,1630003976,-38.5473,-58.7368,283.17,77,100,11.06
504,Mamakan,RU,1630003977,57.8161,114.0028,286.68,94,87,0.86
505,General Roca,AR,1630003977,-39.0333,-67.5833,287.37,21,100,16.54
506,Khovd,MN,1630003978,48.0056,91.6419,280.62,83,100,2.0
507,Kumluca,TR,1630003978,36.3703,30.2869,301.98,47,0,1.31
508,Umm Kaddadah,SD,1630003979,13.6017,26.6876,300.66,56,100,5.71
509,Mandalgovi,MN,1630003979,45.7625,106.2708,280.85,82,100,5.65
510,Abéché,TD,1630003979,13.8292,20.8324,295.29,85,100,6.29
511,Ust'-Ishim,RU,1630003980,57.6935,71.1665,292.24,75,6,1.58
512,Yeniseysk,RU,1630003980,58.4497,92.1703,288.44,96,8,0.95
513,Tadine,NC,1630003980,-21.55,167.8833,294.91,70,61,5.4
514,Yamada,JP,1630003981,39.4667,141.95,296.6,93,72,1.27
515,Medina del Campo,ES,1630003981,41.3124,-4.9141,302.09,32,97,3.09
516,Todos Santos,MX,1630003982,23.45,-110.2167,303.2,83,9,4.26
517,Richards Bay,ZA,1630003982,-28.783,32.0377,298.26,58,46,7.15
518,Graham,US,1630003983,47.0529,-122.2943,292.34,65,90,0.89
519,Al Bardīyah,LY,1630003983,31.7561,25.0865,299.41,71,0,4.13
520,Oranjestad,AW,1630003771,12.524,-70.027,304.12,74,75,8.23
521,Hearst,CA,1630003984,49.6835,-83.6665,286.29,49,69,3.15
522,Miraflores,MX,1630003984,19.2167,-98.8083,294.51,42,27,0.51
523,Moree,AU,1630003709,-29.4667,149.85,276.16,100,0,2.57
524,Taoudenni,ML,1630003985,22.6783,-3.9836,302.51,47,95,13.57
525,Zhangjiakou,CN,1630003985,40.81,114.8794,286.04,73,0,0.85
526,Huarmey,PE,1630003985,-10.0681,-78.1522,292.72,74,22,6.14
527,Dryden,CA,1630003986,49.7833,-92.7503,287.31,72,90,4.12
528,Beli Potok,RS,1630003986,44.7061,20.5197,291.23,60,0,1.22
529,Gazojak,TM,1630003986,41.1875,61.4036,301.87,23,0,2.51
530,San Marcos,US,1630003869,33.1434,-117.1661,303.84,50,1,1.79
531,Ardakān,IR,1630003987,32.31,54.0175,306.36,13,0,2.15
532,Takoradze,GH,1630003987,4.8845,-1.7554,298.42,84,14,2.91
533,San Jerónimo,PE,1630003988,-11.9472,-75.2829,292.58,33,88,2.42
534,Aleksandriyskaya,RU,1630003988,44.2272,43.3453,294.5,80,3,1.79
535,Hervey Bay,AU,1630003988,-25.2986,152.8535,281.5,49,0,3.49
536,Makakilo City,US,1630003989,21.3469,-158.0858,297.03,77,1,1.54
537,Dingle,PH,1630003989,10.9995,122.6711,296.18,93,65,2.14
538,Kasungu,MW,1630003990,-13.0333,33.4833,292.13,49,6,1.81
539,Walvis Bay,NA,1630003990,-22.9575,14.5053,285.68,82,0,6.17
540,Larap,PH,1630003991,14.299,122.6504,298.4,91,100,1.85
541,Saint-Augustin,CA,1630003991,51.226,-58.6502,288.56,81,100,1.95
542,Vestmannaeyjar,IS,1630003991,63.4427,-20.2734,286.05,95,100,8.75
543,Port Macquarie,AU,1630003911,-31.4333,152.9167,283.05,80,6,2.6
544,Alyangula,AU,1630003992,-13.8483,136.4192,287.08,88,19,0.0
545,Monster,NL,1630003992,52.0258,4.175,290.08,78,90,0.89
546,Aleksandrovsk,RU,1630003994,59.158,57.5624,280.26,86,6,2.13
547,Moose Factory,CA,1630003994,51.2585,-80.6094,287.14,62,90,5.66
548,Biloli,IN,1630003995,18.7667,77.7333,297.84,84,60,1.18
549,Oddur,SO,1630003995,4.1213,43.8894,297.8,59,36,8.62
550,Lichinga,MZ,1630003997,-13.3128,35.2406,291.2,52,0,3.6
551,Codrington,AU,1630003998,-38.2667,141.9667,277.33,95,11,2.75
552,Airai,TL,1630003998,-8.9266,125.4092,286.56,88,14,1.6
553,Marzuq,YE,1630003999,14.4,46.4667,301.12,53,44,3.43
554,Santarém,BR,1630003999,-2.4431,-54.7083,305.22,55,20,3.09
555,Kieta,PG,1630003999,-6.2167,155.6333,298.77,85,100,3.09
556,Green River,US,1630004000,41.5286,-109.4662,298.86,36,56,2.24
557,Manzhouli,CN,1630004000,49.6,117.4333,284.25,90,100,4.83
558,Bac Lieu,VN,1630004000,9.285,105.7244,298.36,86,100,2.92
559,Uyuni,BO,1630004001,-20.4597,-66.825,284.51,9,0,8.4
560,Finnsnes,NO,1630004001,69.2296,17.9811,282.49,64,100,1.51
